date,close,pe_pct,ppi_raw,turnover_zscore,s_pe,s_ppi,s_turnover,total_score,mom_up_count,ret_12m,cond_a,cond_b,mom_filter,signal_raw,signal
2006-03-31,1061.09,,3.0,1.3286569483883397,,0,-1.0,,7.0,0.01251935114760716,True,True,True,不操作,数据不足
2006-04-30,1172.35,,2.5,2.5541311245117075,,0,-1.0,,8.0,0.12618340055189958,True,True,True,不操作,数据不足
2006-05-31,1365.45,,1.9,2.6364576552481673,,0,-1.0,,9.0,0.25734663234663224,True,True,True,不操作,数据不足
2006-06-30,1393.96,,2.4,1.3751437288361876,,0,-1.0,,9.0,0.5952450493603598,True,True,True,不操作,数据不足
2006-07-31,1294.33,,3.5,0.7565748847783383,,-1,0.0,,8.0,0.5864070377493769,True,True,True,不操作,数据不足
2006-08-31,1338.69,,3.6,-0.1226752018079061,,-1,0.0,,8.0,0.45731624932444603,True,True,True,不操作,数据不足
2006-09-30,1403.27,,3.4,0.2254490314327494,,-1,0.0,,9.0,0.4426782481248386,True,True,True,不操作,数据不足
2006-10-31,1464.47,,3.5,0.16982593518015127,,-1,0.0,,10.0,0.5296329805208253,True,True,True,不操作,数据不足
2006-11-30,1714.36,,3.0,1.8185128338286345,,0,-1.0,,11.0,0.6712352216186608,True,True,True,不操作,数据不足
2006-12-31,2041.05,,2.8,2.310468516094029,,0,-1.0,,11.0,0.9618919011707081,True,True,True,不操作,数据不足
2007-01-31,2385.34,,3.1,2.6404422090828983,,-1,-1.0,,11.0,1.2102441929720071,True,True,True,不操作,数据不足
2007-02-28,2544.57,,3.3,1.0006730633715637,,-1,0.0,,11.0,1.3626584786053884,True,True,True,不操作,数据不足
2007-03-31,2781.78,,2.6,1.9826372367566438,,0,-1.0,,11.0,1.416472778036296,True,True,True,不操作,数据不足
2007-04-30,3558.71,,2.7,2.393012852303634,,0,-1.0,,11.0,1.6216249328520678,True,True,True,不操作,数据不足
2007-05-31,3927.95,,2.9,2.0653286656118635,,0,-1.0,,11.0,2.035535462959014,True,True,True,不操作,数据不足
2007-06-30,3764.08,,2.8,1.5577887455908688,,0,-1.0,,10.0,1.8766706946427916,True,True,True,不操作,数据不足
2007-07-31,4460.56,,2.5,0.38731010336065264,,0,0.0,,11.0,1.7002783437114406,True,True,True,不操作,数据不足
2007-08-31,5296.81,,2.4,1.4140053995785222,,0,-1.0,,11.0,2.446230868480218,True,True,True,不操作,数据不足
2007-09-30,5580.81,,2.6,0.6960347672559755,,0,0.0,,11.0,2.956711411902681,True,True,True,不操作,数据不足
2007-10-31,5688.54,,2.7,0.09811577529669856,,0,0.0,,11.0,2.977003712756633,True,True,True,不操作,数据不足
2007-11-30,4737.41,,3.2,-0.7571617529548287,,-1,0.0,,10.0,2.8843677234767524,True,True,True,不操作,数据不足
2007-12-31,5338.28,,4.6,-0.839232983576019,,-1,1.0,,10.0,1.7633694206584383,True,True,True,不操作,数据不足
2008-01-31,4620.4,1.0,5.4,0.5394726495643929,-1.0,-1,0.0,-2.0,9.0,1.6154577300899047,True,True,True,强烈卖出,强烈卖出
2008-02-29,4674.55,0.5,6.1,-1.6397960680512993,0.0,-1,1.0,0.0,9.0,0.9369984991657372,True,True,True,不操作,不操作
2008-03-31,3790.53,0.3333333333333333,6.6,-1.046162964993138,0.0,-1,1.0,0.0,8.0,0.8370687385294961,True,True,True,不操作,不操作
2008-04-30,3959.12,0.5,8.0,-0.7289907460863209,0.0,-1,0.0,-1.0,8.0,0.36262752626016437,True,True,True,卖出,卖出
2008-05-31,3611.33,0.2,8.1,-0.6988687424265148,1.0,-1,0.0,0.0,7.0,0.11251549016357054,True,True,True,不操作,不操作
2008-06-30,2791.82,0.16666666666666666,8.2,-1.367045661113555,1.0,-1,1.0,1.0,7.0,-0.08060693236930205,True,True,True,买入,买入
2008-07-31,2805.21,0.2857142857142857,8.8,-0.7530692101987368,1.0,-1,0.0,0.0,7.0,-0.2582995047926717,True,False,True,不操作,不操作
2008-08-31,2391.64,0.125,10.0,-1.5477816589433155,1.0,-1,1.0,1.0,6.0,-0.37110811198593907,False,False,False,买入,不操作
2008-09-30,2243.66,0.2222222222222222,10.1,-1.2508079642472587,1.0,-1,1.0,1.0,5.0,-0.5484754031199912,False,False,False,买入,不操作
2008-10-31,1663.66,0.1,9.1,-1.0921218970678606,1.0,-1,1.0,1.0,4.0,-0.5979687536397047,False,False,False,买入,不操作
2008-11-30,1829.92,0.18181818181818182,6.6,-0.4183488424714371,1.0,-1,0.0,0.0,5.0,-0.7075418297137754,False,False,False,不操作,不操作
2008-12-31,1817.72,0.16666666666666666,2.0,0.05870113866227358,1.0,0,0.0,1.0,4.0,-0.6137298650528453,False,False,False,买入,不操作
2009-01-31,2032.68,0.3076923076923077,-1.1,-0.6480072617856953,0.0,1,0.0,1.0,5.0,-0.6594933199457502,False,False,False,买入,不操作
2009-02-28,2140.49,0.35714285714285715,-3.3,2.28527903504585,0.0,1,-1.0,0.0,5.0,-0.560064063717427,False,False,False,不操作,不操作
2009-03-31,2507.79,0.5333333333333333,-4.5,1.6875649357012876,0.0,1,-1.0,0.0,6.0,-0.5420971002556396,False,False,False,不操作,不操作
2009-04-30,2622.93,0.5625,-6.0,1.7869841425396638,0.0,1,-1.0,0.0,6.0,-0.33840650252075577,False,False,False,不操作,不操作
2009-05-31,2759.71,0.7058823529411765,-6.6,0.9437360192783993,-1.0,1,0.0,0.0,7.0,-0.3374967164420376,True,False,True,不操作,不操作
2009-06-30,3166.47,0.7222222222222222,-7.2,1.564201050437046,-1.0,1,-1.0,-1.0,8.0,-0.23581893651369434,True,False,True,卖出,卖出
2009-07-31,3734.62,0.7894736842105263,-7.8,2.2183647007563865,-1.0,1,-1.0,-1.0,8.0,0.13419561433043659,True,True,True,卖出,卖出
2009-08-31,2830.27,0.65,-8.2,0.9333657442019841,0.0,1,0.0,1.0,8.0,0.33131565907721705,True,True,True,买入,买入
2009-09-30,3004.81,0.6666666666666666,-7.9,0.25810290160950883,0.0,1,0.0,1.0,9.0,0.18340134802896757,True,True,True,买入,买入
2009-10-31,3280.37,0.7727272727272727,-7.0,-0.5723119199177862,-1.0,1,0.0,0.0,10.0,0.33924480536266644,True,True,True,不操作,不操作
2009-11-30,3511.67,0.782608695652174,-5.8,0.7018532745407229,-1.0,1,0.0,0.0,10.0,0.9717790894774172,True,True,True,不操作,不操作
2009-12-31,3575.68,0.7916666666666666,-2.1,0.08736226224074949,-1.0,1,0.0,0.0,11.0,0.9190292471802046,True,True,True,不操作,不操作
2010-01-31,3204.16,0.72,1.7,-0.395462719368521,-1.0,0,0.0,-1.0,10.0,0.9671236494069493,True,True,True,卖出,卖出
2010-02-28,3281.67,0.7307692307692307,4.3,-1.849760187422647,-1.0,-1,1.0,-1.0,10.0,0.5763228840742269,True,True,True,卖出,卖出
2010-03-31,3345.61,0.7407407407407407,5.4,-0.9353300663611649,-1.0,-1,1.0,-1.0,10.0,0.5331396082205477,True,True,True,卖出,卖出
2010-04-30,3067.37,0.5714285714285714,5.9,-0.4422531581770259,0.0,-1,0.0,-1.0,9.0,0.33408698495488065,True,True,True,卖出,卖出
2010-05-31,2773.26,0.3103448275862069,6.8,-1.056569142655087,0.0,-1,1.0,0.0,8.0,0.1694440949625038,True,True,True,不操作,不操作
2010-06-30,2563.07,0.23333333333333334,7.1,-1.3232109976223285,1.0,-1,1.0,1.0,7.0,0.004909936188947528,True,True,True,买入,买入
2010-07-31,2868.85,0.3225806451612903,6.4,-0.8705839039024819,0.0,-1,1.0,0.0,7.0,-0.19055920315051134,True,True,True,不操作,不操作
2010-08-31,2903.19,0.328125,4.8,-0.1122022403369974,0.0,-1,0.0,-1.0,8.0,-0.23182278250531518,True,False,True,卖出,卖出
2010-09-30,2935.57,0.3939393939393939,4.3,-0.15931228156982513,0.0,-1,0.0,-1.0,8.0,0.025764326371688906,True,True,True,卖出,卖出
2010-10-31,3379.98,0.5294117647058824,4.3,1.9133424527489784,0.0,-1,-1.0,-2.0,8.0,-0.023043054302934185,True,True,True,强烈卖出,强烈卖出
2010-11-30,3136.99,0.4857142857142857,5.0,1.9134642873254726,0.0,-1,-1.0,-2.0,7.0,0.030365477065087187,True,True,True,强烈卖出,强烈卖出
2010-12-31,3128.26,0.5,6.1,0.2969330919644811,0.0,-1,0.0,-1.0,6.0,-0.10669567470747543,False,True,True,卖出,卖出
2011-01-31,3076.51,0.5135135135135135,5.9,-0.1387417645509534,0.0,-1,0.0,-1.0,6.0,-0.12512864685877922,False,True,True,卖出,卖出
2011-02-28,3239.56,0.5526315789473685,6.6,-0.23367799770314518,0.0,-1,0.0,-1.0,6.0,-0.03983883451513026,False,True,True,卖出,卖出
2011-03-31,3223.29,0.5897435897435898,7.2,0.9329911914361597,0.0,-1,0.0,-1.0,5.0,-0.012831881328713823,False,True,True,卖出,卖出
2011-04-30,3192.72,0.575,7.3,0.018582484976301057,0.0,-1,0.0,-1.0,5.0,-0.03656134456795623,False,True,True,卖出,卖出
2011-05-31,3001.56,0.12195121951219512,6.8,-0.9108650514556801,1.0,-1,1.0,1.0,5.0,0.04086562755715817,False,True,True,买入,买入
2011-06-30,3044.09,0.14285714285714285,6.8,-0.9805145226464212,1.0,-1,1.0,1.0,6.0,0.0823218883191621,False,True,True,买入,买入
2011-07-31,2972.08,0.09302325581395349,7.1,-0.679387093997215,1.0,-1,0.0,0.0,5.0,0.18767337606854273,False,True,True,不操作,不操作
2011-08-31,2846.78,0.09090909090909091,7.5,-0.9223593628156829,1.0,-1,1.0,1.0,4.0,0.03598305941405089,False,True,True,买入,买入
2011-09-30,2581.35,0.044444444444444446,7.3,-1.3782824929482589,1.0,-1,1.0,1.0,3.0,-0.019430350752103642,False,True,True,买入,买入
2011-10-31,2695.31,0.08695652173913043,6.5,-1.2077090367558005,1.0,-1,1.0,1.0,3.0,-0.12066481126323003,False,True,True,买入,买入
2011-11-30,2521.52,0.0425531914893617,5.0,-0.8227543704422863,1.0,-1,1.0,1.0,3.0,-0.20256628737448157,False,False,False,买入,不操作
2011-12-31,2345.74,0.020833333333333332,2.7,-1.206364486722613,1.0,0,1.0,2.0,3.0,-0.1961976289372933,False,True,True,强烈买入,强烈买入
2012-01-31,2464.26,0.04081632653061224,1.7,-0.9309234015819874,1.0,0,1.0,2.0,4.0,-0.2501454482683666,False,False,False,强烈买入,买入
2012-02-29,2634.14,0.14,0.7,0.031160821580961152,1.0,0,0.0,1.0,4.0,-0.19900796681954547,False,True,True,买入,买入
2012-03-31,2454.9,0.0392156862745098,0.0,0.6677155084309817,1.0,0,0.0,1.0,4.0,-0.18688340391905078,False,True,True,买入,买入
2012-04-30,2626.16,0.1346153846153846,-0.3,-0.4457934920299065,1.0,0,0.0,1.0,5.0,-0.2383868655938497,False,False,False,买入,不操作
2012-05-31,2632.04,0.018867924528301886,-0.7,0.8690673019491464,1.0,0,0.0,1.0,6.0,-0.17745370718384323,False,True,True,买入,买入
2012-06-30,2461.61,0.018518518518518517,-1.4,-0.6248441848633137,1.0,1,0.0,2.0,5.0,-0.12310931648875922,False,True,True,强烈买入,强烈买入
2012-07-31,2332.92,0.01818181818181818,-2.1,-0.36867935181371364,1.0,1,0.0,2.0,5.0,-0.1913478248015006,False,True,True,强烈买入,强烈买入
2012-08-31,2204.87,0.017857142857142856,-2.9,-0.651143637982053,1.0,1,0.0,2.0,5.0,-0.21505477645285453,False,False,False,强烈买入,买入
2012-09-30,2293.11,0.03508771929824561,-3.5,-0.5315504991602173,1.0,1,0.0,2.0,6.0,-0.2254863389513767,False,False,False,强烈买入,买入
2012-10-31,2254.82,0.034482758620689655,-3.6,-1.3038378387447698,1.0,1,1.0,3.0,5.0,-0.11166250217909224,False,True,True,强烈买入,强烈买入
2012-11-30,2139.66,0.01694915254237288,-2.8,-1.0885749185750322,1.0,1,1.0,3.0,5.0,-0.16342832549873665,False,True,True,强烈买入,强烈买入
2012-12-31,2522.95,0.11666666666666667,-2.2,1.2436615286011155,1.0,1,-1.0,1.0,6.0,-0.15144040102795142,False,True,True,买入,买入
2013-01-31,2686.88,0.14754098360655737,-1.9,2.008346168610866,1.0,1,-1.0,1.0,6.0,0.07554545687075298,False,True,True,买入,买入
2013-02-28,2673.33,0.14516129032258066,-1.6,1.1813556772588356,1.0,1,0.0,2.0,5.0,0.09033949339761227,False,True,True,强烈买入,强烈买入
2013-03-31,2495.08,0.1111111111111111,-1.6,1.1504728777715416,1.0,1,0.0,2.0,5.0,0.014877721001920863,False,True,True,强烈买入,强烈买入
2013-04-30,2447.31,0.09375,-1.9,-0.31465423875246623,1.0,1,0.0,2.0,4.0,0.016367265469061865,False,True,True,强烈买入,强烈买入
2013-05-31,2606.43,0.09230769230769231,-2.6,1.0221061856952651,1.0,1,0.0,2.0,4.0,-0.06810323818807684,False,True,True,强烈买入,强烈买入
2013-06-30,2200.64,0.015151515151515152,-2.9,-0.210825969498436,1.0,1,0.0,2.0,4.0,-0.009730095287305729,False,True,True,强烈买入,强烈买入
2013-07-31,2193.02,0.029850746268656716,-2.7,0.6235258788611193,1.0,1,0.0,2.0,4.0,-0.10601598141054036,False,True,True,强烈买入,强烈买入
2013-08-31,2313.91,0.058823529411764705,-2.3,0.7129896296114339,1.0,1,0.0,2.0,5.0,-0.05996776571849871,False,True,True,强烈买入,强烈买入
2013-09-30,2409.04,0.10144927536231885,-1.6,1.1022046144110018,1.0,1,0.0,2.0,5.0,0.04945416283046167,False,True,True,强烈买入,强烈买入
2013-10-31,2373.72,0.08571428571428572,-1.3,0.21352004664409663,1.0,1,0.0,2.0,5.0,0.050555795404494175,False,True,True,强烈买入,强烈买入
2013-11-30,2438.94,0.15492957746478872,-1.5,-0.23418759150350335,1.0,1,0.0,2.0,6.0,0.05273148189212429,False,True,True,强烈买入,强烈买入
2013-12-31,2330.03,0.06944444444444445,-1.4,-0.5101623506848404,1.0,1,0.0,2.0,5.0,0.13987269005356007,False,True,True,强烈买入,强烈买入
2014-01-31,2202.45,0.0410958904109589,-1.4,-1.259118874786614,1.0,1,1.0,3.0,4.0,-0.07646604173685556,False,True,True,强烈买入,强烈买入
2014-02-28,2178.97,0.06756756756756757,-1.6,-0.2837525640348226,1.0,1,0.0,2.0,4.0,-0.1802946168046211,False,True,True,强烈买入,强烈买入
2014-03-31,2146.31,0.05333333333333334,-2.0,-0.1898169987416493,1.0,1,0.0,2.0,4.0,-0.18492292384404474,False,True,True,强烈买入,强烈买入
2014-04-30,2158.66,0.05921052631578947,-2.3,-0.7904003695838576,1.0,1,0.0,2.0,5.0,-0.13978309312727444,False,True,True,强烈买入,强烈买入
2014-05-31,2156.46,0.012987012987012988,-2.0,-1.9850577535032607,1.0,1,1.0,3.0,4.0,-0.11794582623370153,False,True,True,强烈买入,强烈买入
2014-06-30,2165.12,0.02564102564102564,-1.4,-1.6582829384487865,1.0,1,1.0,3.0,5.0,-0.17263843648208466,False,True,True,强烈买入,强烈买入
2014-07-31,2350.25,0.0759493670886076,-1.1,1.1145901298732632,1.0,1,0.0,2.0,6.0,-0.016140759051912146,False,True,True,强烈买入,强烈买入
2014-08-31,2338.29,0.1125,-0.9,1.671301103084358,1.0,0,-1.0,0.0,5.0,0.07169565257042798,False,True,True,不操作,不操作
2014-09-30,2450.99,0.25925925925925924,-1.2,2.211660365977117,1.0,1,-1.0,1.0,5.0,0.010536278420508971,False,True,True,买入,买入
2014-10-31,2508.33,0.27439024390243905,-1.8,1.3193618106587532,1.0,1,-1.0,1.0,6.0,0.01741357553216205,False,True,True,买入,买入
2014-11-30,2808.82,0.37349397590361444,-2.2,2.639420012871943,0.0,1,-1.0,0.0,6.0,0.05670845761083876,False,True,True,不操作,不操作
2014-12-31,3533.71,0.5238095238095238,-2.7,3.025514433983467,0.0,1,-1.0,0.0,7.0,0.15165604729923654,True,True,True,不操作,不操作
2015-01-31,3434.39,0.5176470588235295,-3.3,1.4781680327457452,0.0,1,-1.0,0.0,7.0,0.5165942069415415,True,True,True,不操作,不操作
2015-02-28,3572.84,0.5813953488372093,-4.3,0.18136049293047,0.0,1,0.0,1.0,8.0,0.5593498149787737,True,True,True,买入,买入
2015-03-31,4051.2,0.632183908045977,-4.8,1.604625710861837,0.0,1,-1.0,0.0,9.0,0.6396921481250317,True,True,True,不操作,不操作
2015-04-30,4749.89,0.7727272727272727,-4.6,2.135319691005849,-1.0,1,-1.0,-1.0,9.0,0.8875185783973423,True,True,True,卖出,卖出
2015-05-31,4840.83,0.7528089887640449,-4.6,1.446749419148473,-1.0,1,-1.0,-1.0,10.0,1.2003882037930942,True,True,True,卖出,卖出
2015-06-30,4472.998,0.7111111111111111,-4.6,1.5630630452012841,-1.0,1,-1.0,-1.0,9.0,1.244803984307615,True,True,True,卖出,卖出
2015-07-31,3816.699,0.5714285714285714,-4.8,0.9461497264998061,0.0,1,0.0,1.0,8.0,1.0659353754064438,True,True,True,买入,买入
2015-08-31,3366.536,0.4782608695652174,-5.4,-0.319720784158059,0.0,1,0.0,1.0,8.0,0.6239544729284119,True,True,True,买入,买入
2015-09-30,3202.948,0.45161290322580644,-5.9,-1.0521705574383171,0.0,1,1.0,2.0,7.0,0.43974271796911424,True,True,True,强烈买入,强烈买入
2015-10-31,3534.079,0.5638297872340425,-5.9,-1.0834594088024196,0.0,1,1.0,2.0,7.0,0.30679766135316755,True,True,True,强烈买入,强烈买入
2015-11-30,3566.412,0.5789473684210527,-5.9,-0.6443814833174727,0.0,1,0.0,1.0,7.0,0.40893702184321845,True,True,True,买入,买入
2015-12-31,3731.005,0.5833333333333334,-5.9,-0.8363641370946637,0.0,1,1.0,2.0,7.0,0.2697189567149192,True,True,True,强烈买入,强烈买入
2016-01-31,2946.09,0.4020618556701031,-5.9,-1.1317564854506699,0.0,1,1.0,2.0,7.0,0.05583225561803329,True,True,True,强烈买入,强烈买入
2016-02-29,2877.467,0.3877551020408163,-5.3,-1.2654387038196644,0.0,1,1.0,2.0,6.0,-0.14217954280090483,False,True,True,强烈买入,强烈买入
2016-03-31,3218.088,0.5252525252525253,-4.9,-0.7947187480761201,0.0,1,0.0,1.0,6.0,-0.19462752320283028,False,True,True,买入,买入
2016-04-30,3156.745,0.495,-4.3,-0.8677167298925724,0.0,1,1.0,2.0,5.0,-0.2056457345971563,False,False,False,强烈买入,买入
2016-05-31,3169.56,0.37623762376237624,-3.4,-0.8489386223099716,0.0,1,1.0,2.0,5.0,-0.3354067146818137,False,False,False,强烈买入,买入
2016-06-30,3153.921,0.38235294117647056,-2.8,-0.7131566728860793,0.0,1,0.0,1.0,5.0,-0.3452445138540292,False,False,False,买入,不操作
2016-07-31,3203.93,0.4174757281553398,-2.6,-0.4002199164930219,0.0,1,0.0,1.0,6.0,-0.2948977397262418,False,False,False,买入,不操作
2016-08-31,3327.794,0.4807692307692308,-1.7,-0.24211878037748047,0.0,1,0.0,1.0,7.0,-0.16054946958091276,True,True,True,买入,买入
2016-09-30,3253.285,0.45714285714285713,-0.8,-0.9797001586249059,0.0,0,1.0,1.0,7.0,-0.01150797139849391,True,True,True,买入,买入
2016-10-31,3336.278,0.49056603773584906,0.1,-0.919468082166975,0.0,0,1.0,1.0,7.0,0.015715834287662434,True,True,True,买入,买入
2016-11-30,3538.001,0.5887850467289719,1.2,0.8745735451228678,0.0,0,0.0,0.0,7.0,-0.055969603395962686,True,True,True,不操作,不操作
2016-12-31,3310.081,0.5046296296296297,3.3,0.46781754852843477,0.0,-1,0.0,-1.0,6.0,-0.007966269741129017,False,True,True,卖出,卖出
2017-01-31,3387.961,0.5688073394495413,5.5,-1.1476707673959476,0.0,-1,1.0,0.0,7.0,-0.11281786006719363,True,True,True,不操作,不操作
2017-02-28,3452.81,0.6090909090909091,6.9,-0.6659387441229734,0.0,-1,0.0,-1.0,8.0,0.14998557409990854,True,True,True,卖出,卖出
2017-03-31,3456.046,0.6126126126126126,7.8,0.4271020825759437,0.0,-1,0.0,-1.0,8.0,0.1999477318071763,True,True,True,卖出,卖出
2017-04-30,3439.753,0.59375,7.6,0.46868817740941615,0.0,-1,0.0,-1.0,8.0,0.07394390706531317,True,True,True,卖出,卖出
2017-05-31,3492.885,0.5663716814159292,6.4,-0.25288679946129355,0.0,-1,0.0,-1.0,8.0,0.08965184074101651,True,True,True,卖出,卖出
2017-06-30,3666.798,0.6271929824561403,5.5,0.3564288859850213,0.0,-1,0.0,-1.0,9.0,0.10200942717601191,True,True,True,卖出,卖出
2017-07-31,3737.873,0.6434782608695652,5.5,1.2219319500355943,0.0,-1,-1.0,-2.0,9.0,0.16261567743770367,True,True,True,强烈卖出,强烈卖出
2017-08-31,3822.093,0.6551724137931034,5.5,1.5876106323503913,0.0,-1,-1.0,-2.0,9.0,0.1666525173770963,True,True,True,强烈卖出,强烈卖出
2017-09-30,3836.501,0.6581196581196581,6.3,0.7945987026991682,0.0,-1,0.0,-1.0,10.0,0.14853653801887967,True,True,True,卖出,卖出
2017-10-31,4006.718,0.6779661016949152,6.9,-0.41695039913237897,0.0,-1,0.0,-1.0,10.0,0.17926987644795966,True,True,True,卖出,卖出
2017-11-30,4006.099,0.6680672268907563,6.9,2.135347428798411,0.0,-1,-1.0,-2.0,9.0,0.20095447681518142,True,True,True,强烈卖出,强烈卖出
2017-12-31,4030.855,0.675,5.8,0.1549719495030393,0.0,-1,0.0,-1.0,10.0,0.13230578510294366,True,True,True,卖出,卖出
2018-01-31,4275.899,0.7107438016528925,4.9,2.19954707183182,-1.0,-1,-1.0,-3.0,10.0,0.2177511668143468,True,True,True,强烈卖出,强烈卖出
2018-02-28,4023.642,0.6721311475409836,4.3,-0.24631333678019052,0.0,-1,0.0,-1.0,9.0,0.26208625187834245,True,True,True,卖出,卖出
2018-03-31,3898.498,0.6178861788617886,3.7,0.17667994170599227,0.0,-1,0.0,-1.0,8.0,0.16532389560966276,True,True,True,卖出,卖出
2018-04-30,3756.877,0.5967741935483871,3.1,-0.9131547947522721,0.0,-1,1.0,0.0,8.0,0.12802260155102108,True,True,True,不操作,不操作
2018-05-31,3802.376,0.392,3.4,-0.8437154103305583,0.0,-1,1.0,0.0,8.0,0.09219382903365436,True,True,True,不操作,不操作
2018-06-30,3510.985,0.28174603174603174,4.1,-1.027249893932069,1.0,-1,1.0,1.0,7.0,0.08860612359124342,True,True,True,买入,买入
2018-07-31,3517.657,0.30708661417322836,4.7,-0.8170439982056812,0.0,-1,1.0,0.0,7.0,-0.042492932525871274,True,True,True,不操作,不操作
2018-08-31,3334.504,0.2578125,4.6,-0.9051726616607214,1.0,-1,1.0,1.0,6.0,-0.05891478923976279,False,True,True,买入,买入
